Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"GIT1","GIT ArfGAP 1","Protein Coding","Q9Y2X7","54","GC17M029573","4.07516479492188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIT1"
"SPAG17","Sperm Associated Antigen 17","Protein Coding","Q6Q759","47","GC01M117953","4.07443380355835","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPAG17"
"CHL1","Cell Adhesion Molecule L1 Like","Protein Coding","O00533","56","GC03P000213","4.07412958145142","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHL1"
"MIR135A2","MicroRNA 135a-2","RNA Gene","","21","GC12P097563","4.07268619537354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR135A2"
"ECI1","Enoyl-CoA Delta Isomerase 1","Protein Coding","P42126","48","GC16M002239","4.07246112823486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECI1"
"POLD3","DNA Polymerase Delta 3, Accessory Subunit","Protein Coding","Q15054","50","GC11P095296","4.07237243652344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLD3"
"HAL","Histidine Ammonia-Lyase","Protein Coding","P42357","55","GC12M095972","4.07119846343994","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAL"
"TEAD4","TEA Domain Transcription Factor 4","Protein Coding","Q15561","52","GC12P002959","4.07041168212891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEAD4"
"FGFRL1","Fibroblast Growth Factor Receptor Like 1","Protein Coding","Q8N441","55","GC04P004691","4.06893539428711","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFRL1"
"COA3","Cytochrome C Oxidase Assembly Factor 3","Protein Coding","Q9Y2R0","46","GC17M042795","4.06865453720093","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COA3"
"GBP1","Guanylate Binding Protein 1","Protein Coding","P32455","52","GC01M089052","4.06811428070068","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBP1"
"LMTK3","Lemur Tyrosine Kinase 3","Protein Coding","Q96Q04","44","GC19M048485","4.06750917434692","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMTK3"
"SLC4A1AP","Solute Carrier Family 4 Member 1 Adaptor Protein","Protein Coding","Q9BWU0","42","GC02P027663","4.06548833847046","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A1AP"
"FAAP24","FA Core Complex Associated Protein 24","Protein Coding","Q9BTP7","45","GC19P122868","4.06498527526855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAAP24"
"GRIA2","Glutamate Ionotropic Receptor AMPA Type Subunit 2","Protein Coding","P42262","64","GC04P157204","4.06432819366455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA2"
"ADGRG6","Adhesion G Protein-Coupled Receptor G6","Protein Coding","Q86SQ4","54","GC06P142301","4.06400442123413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRG6"
"RBMS1","RNA Binding Motif Single Stranded Interacting Protein 1","Protein Coding","P29558","50","GC02M160272","4.06387567520142","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBMS1"
"RCL1","RNA Terminal Phosphate Cyclase Like 1","Protein Coding","Q9Y2P8","47","GC09P004792","4.06161212921143","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCL1"
"TRIM26","Tripartite Motif Containing 26","Protein Coding","Q12899","43","GC06M030184","4.06086683273315","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM26"
"IGLC1","Immunoglobulin Lambda Constant 1","Protein Coding","P0CG04","33","GC22P022895","4.06076097488403","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGLC1"
"TULP2","TUB Like Protein 2","Protein Coding","O00295","47","GC19M048880","4.05978012084961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TULP2"
"GNG2","G Protein Subunit Gamma 2","Protein Coding","P59768","47","GC14P051826","4.05882167816162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNG2"
"HINT2","Histidine Triad Nucleotide Binding Protein 2","Protein Coding","Q9BX68","45","GC09M035812","4.05789089202881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HINT2"
"ZNF318","Zinc Finger Protein 318","Protein Coding","Q5VUA4","43","GC06M097361","4.0566143989563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF318"
"IL22RA2","Interleukin 22 Receptor Subunit Alpha 2","Protein Coding","Q969J5","50","GC06M137143","4.05618953704834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL22RA2"
"ELMO2","Engulfment And Cell Motility 2","Protein Coding","Q96JJ3","54","GC20M046366","4.05478668212891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELMO2"
"RAB17","RAB17, Member RAS Oncogene Family","Protein Coding","Q9H0T7","48","GC02M237574","4.05336475372314","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB17"
"ORMDL3","ORMDL Sphingolipid Biosynthesis Regulator 3","Protein Coding","Q8N138","49","GC17M039921","4.05336284637451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORMDL3"
"CYP46A1","Cytochrome P450 Family 46 Subfamily A Member 1","Protein Coding","Q9Y6A2","55","GC14P099684","4.05262470245361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP46A1"
"WNK3","WNK Lysine Deficient Protein Kinase 3","Protein Coding","Q9BYP7","54","GC0XM054484","4.05251789093018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK3"
"GZMM","Granzyme M","Protein Coding","P51124","51","GC19P000544","4.05234670639038","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMM"
"SAP30","Sin3A Associated Protein 30","Protein Coding","O75446","50","GC04P173369","4.05219888687134","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAP30"
"GLG1","Golgi Glycoprotein 1","Protein Coding","Q92896","51","GC16M074849","4.05172061920166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLG1"
"RCC1","Regulator Of Chromosome Condensation 1","Protein Coding","P18754","56","GC01P028505","4.05170822143555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCC1"
"IFIT3","Interferon Induced Protein With Tetratricopeptide Repeats 3","Protein Coding","O14879","51","GC10P089327","4.05044460296631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFIT3"
"MAGEL2","MAGE Family Member L2","Protein Coding","Q9UJ55","50","GC15M023643","4.04994630813599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEL2"
"PARP14","Poly(ADP-Ribose) Polymerase Family Member 14","Protein Coding","Q460N5","47","GC03P122680","4.04929256439209","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP14"
"AK1","Adenylate Kinase 1","Protein Coding","P00568","58","GC09M127866","4.04837274551392","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AK1"
"CPE","Carboxypeptidase E","Protein Coding","P16870","60","GC04P165361","4.04831504821777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPE"
"FAM99B","Family With Sequence Similarity 99 Member B","RNA Gene","","17","GC11M012568","4.0455379486084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM99B"
"PHF20L1","PHD Finger Protein 20 Like 1","Protein Coding","A8MW92","42","GC08P132775","4.04486799240112","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF20L1"
"THAP10","THAP Domain Containing 10","Protein Coding","Q9P2Z0","40","GC15M070881","4.04398822784424","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP10"
"IFNL1","Interferon Lambda 1","Protein Coding","Q8IU54","48","GC19P039296","4.04283332824707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL1"
"HSD17B6","Hydroxysteroid 17-Beta Dehydrogenase 6","Protein Coding","O14756","51","GC12P056752","4.04227542877197","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B6"
"KLC4","Kinesin Light Chain 4","Protein Coding","Q9NSK0","48","GC06P043040","4.04079723358154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLC4"
"CDHR2","Cadherin Related Family Member 2","Protein Coding","Q9BYE9","48","GC05P176542","4.04071474075317","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDHR2"
"MIR205HG","MIR205 Host Gene","RNA Gene","","23","GC01P210248","4.04037523269653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR205HG"
"MIR5703","MicroRNA 5703","RNA Gene","","13","GC02P227472","4.03875637054443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5703"
"ADD1","Adducin 1","Protein Coding","P35611","58","GC04P004798","4.03873920440674","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADD1"
"LINC00920","Long Intergenic Non-Protein Coding RNA 920","RNA Gene","","20","GC16P066408","4.03870677947998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00920"
"AFF4","ALF Transcription Elongation Factor 4","Protein Coding","Q9UHB7","55","GC05M132875","4.03790521621704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF4"
"ATP2B1","ATPase Plasma Membrane Ca2+ Transporting 1","Protein Coding","P20020","56","GC12M089588","4.0376501083374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2B1"
"PPIE","Peptidylprolyl Isomerase E","Protein Coding","Q9UNP9","47","GC01P039692","4.03719329833984","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIE"
"HLA-S","Major Histocompatibility Complex, Class I, S (Pseudogene)","Pseudogene","","12","GC06M031381","4.0359034538269","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-S"
"TMEM256","Transmembrane Protein 256","Protein Coding","Q8N2U0","40","GC17M007402","4.03529644012451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM256"
"QARS1","Glutaminyl-TRNA Synthetase 1","Protein Coding","P47897","44","GC03M053991","4.03492021560669","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QARS1"
"MT1F","Metallothionein 1F","Protein Coding","P04733","44","GC16P056657","4.03464889526367","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1F"
"UQCRC1","Ubiquinol-Cytochrome C Reductase Core Protein 1","Protein Coding","P31930","55","GC03M048598","4.0343074798584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRC1"
"PIPOX","Pipecolic Acid And Sarcosine Oxidase","Protein Coding","Q9P0Z9","50","GC17P122515","4.03430604934692","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIPOX"
"ABCA6","ATP Binding Cassette Subfamily A Member 6","Protein Coding","Q8N139","48","GC17M069078","4.03377723693848","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA6"
"RORB","RAR Related Orphan Receptor B","Protein Coding","Q92753","59","GC09P074497","4.03279781341553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RORB"
"NDUFA11","NADH:Ubiquinone Oxidoreductase Subunit A11","Protein Coding","Q86Y39","51","GC19M005891","4.03245401382446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA11"
"CIRBP","Cold Inducible RNA Binding Protein","Protein Coding","Q14011","48","GC19P001259","4.03228092193604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIRBP"
"TBC1D3","TBC1 Domain Family Member 3","Protein Coding","Q8IZP1","36","GC17M038181","4.03207778930664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D3"
"SUN1","Sad1 And UNC84 Domain Containing 1","Protein Coding","O94901","52","GC07P000815","4.03131675720215","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUN1"
"FCER2","Fc Epsilon Receptor II","Protein Coding","P06734","55","GC19M096050","4.03109216690063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCER2"
"CDCA3","Cell Division Cycle Associated 3","Protein Coding","Q99618","47","GC12M006844","4.03020906448364","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCA3"
"USP36","Ubiquitin Specific Peptidase 36","Protein Coding","Q9P275","43","GC17M078787","4.02915334701538","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP36"
"MUC13","Mucin 13, Cell Surface Associated","Protein Coding","Q9H3R2","43","GC03M124905","4.02873563766479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC13"
"LY6D","Lymphocyte Antigen 6 Family Member D","Protein Coding","Q14210","48","GC08M142784","4.02856826782227","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY6D"
"ELOVL6","ELOVL Fatty Acid Elongase 6","Protein Coding","Q9H5J4","52","GC04M110045","4.02845478057861","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOVL6"
"DISC1","DISC1 Scaffold Protein","Protein Coding","Q9NRI5","56","GC01P231626","4.02837562561035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DISC1"
"SRRM1","Serine And Arginine Repetitive Matrix 1","Protein Coding","Q8IYB3","44","GC01P024631","4.02754354476929","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRM1"
"PGLYRP2","Peptidoglycan Recognition Protein 2","Protein Coding","Q96PD5","45","GC19M015468","4.02686023712158","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGLYRP2"
"FAM83D","Family With Sequence Similarity 83 Member D","Protein Coding","Q9H4H8","44","GC20P038926","4.02677345275879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM83D"
"LRP10","LDL Receptor Related Protein 10","Protein Coding","Q7Z4F1","51","GC14P022871","4.02622890472412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP10"
"SSBP1","Single Stranded DNA Binding Protein 1","Protein Coding","Q04837","53","GC07P161096","4.02613258361816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSBP1"
"DECR2","2,4-Dienoyl-CoA Reductase 2","Protein Coding","Q9NUI1","43","GC16P095739","4.02381038665771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DECR2"
"FETUB","Fetuin B","Protein Coding","Q9UGM5","42","GC03P186635","4.02346992492676","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FETUB"
"MIR147B","MicroRNA 147b","RNA Gene","","22","GC15P045433","4.02256965637207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR147B"
"ACTR1A","Actin Related Protein 1A","Protein Coding","P61163","47","GC10M102479","4.02102136611938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR1A"
"RBMS3","RNA Binding Motif Single Stranded Interacting Protein 3","Protein Coding","Q6XE24","45","GC03P028575","4.0205078125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBMS3"
"LNPEP","Leucyl And Cystinyl Aminopeptidase","Protein Coding","Q9UIQ6","58","GC05P096935","4.02047252655029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNPEP"
"TGM3","Transglutaminase 3","Protein Coding","Q08188","52","GC20P002296","4.01861572265625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM3"
"ULK2","Unc-51 Like Autophagy Activating Kinase 2","Protein Coding","Q8IYT8","54","GC17M084541","4.0185079574585","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ULK2"
"DCUN1D1","Defective In Cullin Neddylation 1 Domain Containing 1","Protein Coding","Q96GG9","48","GC03M182938","4.01783561706543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCUN1D1"
"HCST","Hematopoietic Cell Signal Transducer","Protein Coding","Q9UBK5","47","GC19P122943","4.01631736755371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCST"
"AANAT","Aralkylamine N-Acetyltransferase","Protein Coding","Q16613","51","GC17P076453","4.01583385467529","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AANAT"
"RHOG","Ras Homolog Family Member G","Protein Coding","P84095","51","GC11M012648","4.01557397842407","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOG"
"ATG2B","Autophagy Related 2B","Protein Coding","Q96BY7","48","GC14M120922","4.01556301116943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG2B"
"PHF19","PHD Finger Protein 19","Protein Coding","Q5T6S3","50","GC09M120855","4.01535797119141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF19"
"GRK6","G Protein-Coupled Receptor Kinase 6","Protein Coding","P43250","55","GC05P177403","4.01499462127686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK6"
"CYP39A1","Cytochrome P450 Family 39 Subfamily A Member 1","Protein Coding","Q9NYL5","45","GC06M046549","4.01403284072876","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP39A1"
"SHOX","SHOX Homeobox","Protein Coding","O15266","51","GC0XP000624","4.0139594078064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHOX"
"MT3","Metallothionein 3","Protein Coding","P25713","52","GC16P056589","4.0139536857605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT3"
"LUC7L","LUC7 Like","Protein Coding","Q9NQ29","48","GC16M000188","4.01376724243164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUC7L"
"SLC18A2","Solute Carrier Family 18 Member A2","Protein Coding","Q05940","60","GC10P117241","4.01259136199951","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC18A2"
"ASTN2","Astrotactin 2","Protein Coding","O75129","50","GC09M117929","4.01089239120483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASTN2"
"MGAT1","Alpha-1,3-Mannosyl-Glycoprotein 2-Beta-N-Acetylglucosaminyltransferase","Protein Coding","P26572","54","GC05M182700","4.01072072982788","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT1"
"RANGRF","RAN Guanine Nucleotide Release Factor","Protein Coding","Q9HD47","46","GC17P008288","4.00818157196045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANGRF"
"TDP2","Tyrosyl-DNA Phosphodiesterase 2","Protein Coding","O95551","56","GC06M024651","4.00740194320679","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDP2"
"FILIP1","Filamin A Interacting Protein 1","Protein Coding","Q7Z7B0","45","GC06M075291","4.00662469863892","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FILIP1"
"USP11","Ubiquitin Specific Peptidase 11","Protein Coding","P51784","50","GC0XP047232","4.00642395019531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP11"
"C6orf58","Chromosome 6 Open Reading Frame 58","Protein Coding","Q6P5S2","39","GC06P127519","4.00614929199219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C6orf58"
"ST6GALNAC6","ST6 N-Acetylgalactosaminide Alpha-2,6-Sialyltransferase 6","Protein Coding","Q969X2","44","GC09M128122","4.00604343414307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST6GALNAC6"
"CMPK1","Cytidine/Uridine Monophosphate Kinase 1","Protein Coding","P30085","51","GC01P047333","4.0049295425415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMPK1"
"CD320","CD320 Molecule","Protein Coding","Q9NPF0","51","GC19M008302","4.00492382049561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD320"
"C8A","Complement C8 Alpha Chain","Protein Coding","P07357","53","GC01P056854","4.00413799285889","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C8A"
"PLIN4","Perilipin 4","Protein Coding","Q96Q06","48","GC19M095933","4.00367212295532","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLIN4"
"CHRD","Chordin","Protein Coding","Q9H2X0","51","GC03P184380","4.00346088409424","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRD"
"CYP20A1","Cytochrome P450 Family 20 Subfamily A Member 1","Protein Coding","Q6UW02","45","GC02P203238","4.00342035293579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP20A1"
"PHC3","Polyhomeotic Homolog 3","Protein Coding","Q8NDX5","50","GC03M170086","4.00283861160278","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHC3"
"MIR585","MicroRNA 585","RNA Gene","","21","GC05M169263","4.00282335281372","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR585"
"GP1BA","Glycoprotein Ib Platelet Subunit Alpha","Protein Coding","P07359","60","GC17P004932","4.00213813781738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GP1BA"
"LOC102723566","Uncharacterized LOC102723566","RNA Gene","","19","GC09P127816","4.00212907791138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102723566"
"POU4F2","POU Class 4 Homeobox 2","Protein Coding","Q12837","48","GC04P146638","4.00134754180908","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU4F2"
"CORO1B","Coronin 1B","Protein Coding","Q9BR76","43","GC11M067435","4.00134515762329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CORO1B"
"NIT2","Nitrilase Family Member 2","Protein Coding","Q9NQR4","44","GC03P100334","4.00066757202148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIT2"
"HMCN1","Hemicentin 1","Protein Coding","Q96RW7","51","GC01P185734","4.00054788589478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMCN1"
"CHTOP","Chromatin Target Of PRMT1","Protein Coding","Q9Y3Y2","43","GC01P153633","4.00049304962158","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHTOP"
"SYN2","Synapsin II","Protein Coding","Q92777","52","GC03P022831","4.0001392364502","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYN2"
"HUS1","HUS1 Checkpoint Clamp Component","Protein Coding","O60921","51","GC07M048089","3.99991464614868","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HUS1"
"ARHGAP35","Rho GTPase Activating Protein 35","Protein Coding","Q9NRY4","51","GC19P046860","3.99968028068542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP35"
"DDX27","DEAD-Box Helicase 27","Protein Coding","Q96GQ7","42","GC20P049219","3.99860382080078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX27"
"CLC","Charcot-Leyden Crystal Galectin","Protein Coding","Q05315","51","GC19M096857","3.998459815979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLC"
"FAM161A","FAM161 Centrosomal Protein A","Protein Coding","Q3B820","45","GC02M061792","3.99828815460205","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM161A"
"DAAM1","Dishevelled Associated Activator Of Morphogenesis 1","Protein Coding","Q9Y4D1","52","GC14P059188","3.997389793396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAAM1"
"INPP4A","Inositol Polyphosphate-4-Phosphatase Type I A","Protein Coding","Q96PE3","54","GC02P098454","3.99737048149109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP4A"
"NR2F1","Nuclear Receptor Subfamily 2 Group F Member 1","Protein Coding","P10589","57","GC05P093583","3.9971866607666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2F1"
"GAN","Gigaxonin","Protein Coding","Q9H2C0","53","GC16P098135","3.99683976173401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAN"
"DDIT4","DNA Damage Inducible Transcript 4","Protein Coding","Q9NX09","54","GC10P072273","3.99554538726807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDIT4"
"SRCIN1","SRC Kinase Signaling Inhibitor 1","Protein Coding","Q9C0H9","41","GC17M038530","3.99409294128418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRCIN1"
"SLC33A1","Solute Carrier Family 33 Member 1","Protein Coding","O00400","55","GC03M155821","3.99364852905273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC33A1"
"FBLN2","Fibulin 2","Protein Coding","P98095","54","GC03P022863","3.99331378936768","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLN2"
"SCN2B","Sodium Voltage-Gated Channel Beta Subunit 2","Protein Coding","O60939","59","GC11M130127","3.99292278289795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN2B"
"PACSIN3","Protein Kinase C And Casein Kinase Substrate In Neurons 3","Protein Coding","Q9UKS6","48","GC11M128609","3.99262976646423","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PACSIN3"
"NCAPD2","Non-SMC Condensin I Complex Subunit D2","Protein Coding","Q15021","53","GC12P006493","3.99235153198242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAPD2"
"MSC-AS1","MSC Antisense RNA 1","RNA Gene","","22","GC08P071828","3.99226188659668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSC-AS1"
"KIF2A","Kinesin Family Member 2A","Protein Coding","O00139","56","GC05P062306","3.99172163009644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF2A"
"TRPM7","Transient Receptor Potential Cation Channel Subfamily M Member 7","Protein Coding","Q96QT4","56","GC15M050552","3.99149298667908","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM7"
"VAPA","VAMP Associated Protein A","Protein Coding","Q9P0L0","54","GC18P009938","3.9913284778595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAPA"
"QPRT","Quinolinate Phosphoribosyltransferase","Protein Coding","Q15274","51","GC16P096657","3.99126529693604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QPRT"
"FAAP100","FA Core Complex Associated Protein 100","Protein Coding","Q0VG06","45","GC17M086455","3.99104499816895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAAP100"
"NAE1","NEDD8 Activating Enzyme E1 Subunit 1","Protein Coding","Q13564","56","GC16M066844","3.98986029624939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAE1"
"LINC00426","Long Intergenic Non-Protein Coding RNA 426","RNA Gene","","24","GC13M030572","3.98967790603638","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00426"
"PMP22","Peripheral Myelin Protein 22","Protein Coding","Q01453","55","GC17M015229","3.98966264724731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMP22"
"MIR563","MicroRNA 563","RNA Gene","","21","GC03P015873","3.98721146583557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR563"
"LINC01767","Long Intergenic Non-Protein Coding RNA 1767","RNA Gene","","14","GC01P059757","3.98662042617798","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01767"
"IER3IP1","Immediate Early Response 3 Interacting Protein 1","Protein Coding","Q9Y5U9","48","GC18M047152","3.98640465736389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IER3IP1"
"GOLGB1","Golgin B1","Protein Coding","Q14789","45","GC03M121663","3.9861478805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGB1"
"ZBTB33","Zinc Finger And BTB Domain Containing 33","Protein Coding","Q86T24","51","GC0XP120250","3.98464441299438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB33"
"SPTLC3","Serine Palmitoyltransferase Long Chain Base Subunit 3","Protein Coding","Q9NUV7","52","GC20P013008","3.98346376419067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTLC3"
"KMO","Kynurenine 3-Monooxygenase","Protein Coding","O15229","55","GC01P241532","3.98344945907593","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMO"
"SOCS5","Suppressor Of Cytokine Signaling 5","Protein Coding","O75159","48","GC02P046698","3.9828052520752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS5"
"CSAD","Cysteine Sulfinic Acid Decarboxylase","Protein Coding","Q9Y600","49","GC12M053160","3.9820728302002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSAD"
"ZC3HC1","Zinc Finger C3HC-Type Containing 1","Protein Coding","Q86WB0","47","GC07M130026","3.98161554336548","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3HC1"
"ELL2","Elongation Factor For RNA Polymerase II 2","Protein Coding","O00472","48","GC05M095885","3.98045063018799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELL2"
